date,lat,lon,region,sea_temperature,salinity,fish_stock_index,biodiversity_index,eDNA_detected_species,invasive_species_flag
2025-06-09,-26.9193,-15.7645,South Atlantic,26.77,33.92,40.53,57.59,"Snapper,Cod",no
2024-10-02,-12.8027,74.8425,Indian Ocean,17.58,32.71,82.09,42.32,"Anchovy,Snapper",no
2025-05-21,11.5142,84.9682,Bay of Bengal,15.19,32.09,65.33,40.71,"Anchovy,Mackerel",no
2025-04-09,39.5914,-132.2565,Pacific Northwest,14.55,32.69,83.1,59.14,"Cod,Sardine",no
2025-03-29,13.0381,87.6459,Bay of Bengal,13.85,35.36,49.68,54.75,"Tuna,Mackerel",no
2025-01-30,-16.9215,79.1873,Indian Ocean,18.58,32.9,73.68,62.35,"Mackerel,Cod,Tuna",no
2024-12-09,17.3896,86.2925,Bay of Bengal,18.16,34.16,86.65,48.13,"Tuna,Anchovy",no
2025-06-28,12.6518,116.7252,South China Sea,22.93,34.26,54.53,64.09,"Snapper,Anchovy",no
2024-12-07,54.1304,-147.4049,Gulf of Alaska,15.4,32.79,51.19,63.64,"Grouper,Mackerel,Tuna",no
2025-01-20,14.8955,112.2636,South China Sea,22.35,34.46,60.38,56.35,"Anchovy,Snapper",no
2025-06-20,38.0024,-28.698,North Atlantic,21.51,31.89,74.2,53.33,"Tuna,Snapper",no
2024-10-31,56.877,-151.7936,Gulf of Alaska,30.66,34.99,44.57,79.14,"Sardine,Anchovy,Mackerel",no
2025-07-08,-31.9809,-8.2544,South Atlantic,22.86,34.02,52.38,66.45,"Anchovy,Grouper,Tuna",no
2025-06-16,10.5846,88.6955,Bay of Bengal,4.39,34.31,38.0,79.16,"Snapper,Mackerel,Salmon",no
2025-06-08,43.8093,-129.6588,Pacific Northwest,24.42,33.31,67.12,49.61,"Grouper,Salmon",no
2025-03-27,46.9801,-124.2507,Pacific Northwest,15.42,31.93,54.9,62.58,"Salmon,Snapper",no
2024-10-09,-18.3689,82.3006,Indian Ocean,12.65,35.74,87.88,60.71,"Snapper,Sardine,Mackerel",no
2025-08-20,12.5694,62.1918,Arabian Sea,13.44,31.83,78.11,57.42,"Grouper,Cod,Mackerel",no
2025-07-22,39.4814,-27.1063,North Atlantic,19.81,34.8,64.43,56.91,"Cod,Anchovy,Sardine",no
2025-06-28,11.2153,112.1695,South China Sea,12.28,33.95,59.1,38.87,"Cod,Salmon",no
2025-01-21,-13.8388,76.539,Indian Ocean,20.95,35.53,71.87,56.19,"Sardine,Anchovy",no
2025-08-30,-13.5965,80.5853,Indian Ocean,23.78,34.2,66.63,65.15,"Cod,Salmon",no
2025-06-29,12.5864,81.5756,Bay of Bengal,29.26,34.38,30.33,54.51,"Tuna,Cod",yes
2025-05-26,16.4638,68.2026,Arabian Sea,13.72,32.8,63.55,63.7,"Cod,Tuna,Salmon",yes
2025-05-22,-14.4043,81.4682,Indian Ocean,18.44,34.09,70.19,67.11,"Salmon,Cod",no
2025-06-27,12.1327,109.5726,South China Sea,20.41,33.96,67.12,91.27,"Anchovy,Sardine",no
2025-04-13,-26.7946,-9.706,South Atlantic,34.03,33.43,41.19,52.58,"Cod,Sardine",no
2025-08-28,42.5389,-29.0427,North Atlantic,27.55,33.86,47.57,96.74,"Grouper,Mackerel,Tuna",no
2025-02-10,15.9172,61.172,Arabian Sea,25.62,33.45,56.03,61.51,"Mackerel,Tuna,Salmon",no
2025-02-09,-18.2267,80.6729,Indian Ocean,23.61,34.5,50.69,70.64,"Salmon,Tuna",no
2025-03-14,52.1681,-144.0965,Gulf of Alaska,23.8,34.91,70.87,94.21,"Snapper,Mackerel",no
2025-05-21,38.1515,-32.5525,North Atlantic,13.53,33.55,48.9,66.77,"Grouper,Tuna,Mackerel",no
2025-03-17,56.5232,-146.191,Gulf of Alaska,17.76,37.18,71.86,26.74,"Anchovy,Salmon,Grouper",no
2025-08-14,-14.948,79.6346,Indian Ocean,17.19,37.02,73.87,58.63,"Anchovy,Salmon,Mackerel",no
2025-03-14,-14.8896,80.519,Indian Ocean,8.86,33.73,51.86,61.07,"Snapper,Salmon",no
2025-06-03,54.4694,-147.7276,Gulf of Alaska,23.63,35.62,55.8,51.42,"Salmon,Mackerel,Snapper",no
2025-01-30,-31.3026,-7.6288,South Atlantic,25.88,35.94,72.03,44.92,"Mackerel,Snapper",no
2025-06-08,-30.2942,-11.9478,South Atlantic,11.09,34.14,48.49,65.34,"Cod,Tuna,Grouper",no
2025-04-03,-29.2971,-9.5472,South Atlantic,23.48,37.28,61.82,54.43,"Anchovy,Cod,Grouper",no
2025-08-17,19.7485,84.2296,Bay of Bengal,13.74,33.94,60.57,53.88,"Mackerel,Grouper",no
2024-12-03,42.582,-134.181,Pacific Northwest,25.66,34.74,48.48,42.32,"Cod,Tuna,Grouper",yes
2025-08-18,43.497,-33.1097,North Atlantic,19.49,35.01,43.2,72.34,"Salmon,Sardine",no
2025-07-08,12.74,115.2538,South China Sea,23.31,30.43,51.54,48.83,"Anchovy,Tuna,Sardine",no
2025-06-29,20.3681,65.8254,Arabian Sea,18.71,31.23,64.02,56.15,"Cod,Tuna",no
2024-10-03,-12.2748,80.3806,Indian Ocean,1.62,32.08,56.1,48.86,"Salmon,Mackerel",no
2025-07-24,40.0401,-26.6852,North Atlantic,21.66,34.69,66.31,69.93,"Cod,Anchovy,Mackerel",no
2025-04-14,50.259,-146.66,Gulf of Alaska,26.85,35.8,48.04,69.96,"Cod,Tuna,Snapper",no
2025-09-20,52.75,-149.5222,Gulf of Alaska,18.16,33.26,60.77,28.17,"Grouper,Mackerel,Sardine",no
2025-07-01,43.5203,-124.1939,Pacific Northwest,20.08,35.94,68.45,65.23,"Tuna,Cod",no
2025-01-08,15.1678,88.4884,Bay of Bengal,22.2,33.57,65.65,89.65,"Mackerel,Cod",no
2024-12-29,-26.2267,-6.5792,South Atlantic,20.07,30.42,71.03,20.49,"Anchovy,Snapper",no
2025-04-21,17.999,84.2937,Bay of Bengal,10.68,34.39,55.03,57.15,"Mackerel,Tuna",no
2024-11-27,14.5036,115.1485,South China Sea,25.06,36.22,53.97,29.25,"Salmon,Tuna,Cod",yes
2025-01-13,52.0906,-148.5291,Gulf of Alaska,15.85,36.25,73.19,61.55,"Snapper,Sardine,Tuna",no
2025-06-03,-29.4073,-13.5556,South Atlantic,6.88,34.23,51.0,78.39,"Grouper,Sardine,Tuna",no
2025-04-08,15.0059,62.9432,Arabian Sea,22.88,37.8,75.04,59.44,"Salmon,Grouper,Mackerel",no
2024-11-13,57.3667,-151.302,Gulf of Alaska,18.57,33.83,84.79,59.88,"Cod,Snapper",no
2024-11-01,-32.0971,-9.8721,South Atlantic,19.48,33.59,74.94,44.55,"Grouper,Snapper",no
2025-08-26,38.1577,-34.8264,North Atlantic,24.01,35.68,57.53,33.05,"Salmon,Tuna,Grouper",no
2024-09-26,-14.0736,77.3376,Indian Ocean,13.04,33.34,58.25,53.96,"Grouper,Cod",no
2025-01-28,-12.0594,80.8435,Indian Ocean,15.81,32.7,49.15,61.99,"Anchovy,Mackerel,Grouper",no
2025-09-15,-16.6071,77.2969,Indian Ocean,29.45,31.45,32.68,65.55,"Sardine,Mackerel,Salmon",no
2025-09-09,43.1037,-128.1513,Pacific Northwest,6.04,31.21,43.27,69.64,"Tuna,Salmon,Snapper",no
2025-07-06,43.4014,-23.6793,North Atlantic,16.54,33.97,85.3,46.61,"Grouper,Sardine",no
2024-10-07,45.3074,-130.7279,Pacific Northwest,14.25,32.53,65.27,69.57,"Tuna,Salmon,Sardine",no
2025-08-30,46.7135,-132.9149,Pacific Northwest,24.44,35.23,83.16,54.34,"Salmon,Tuna,Grouper",no
2025-07-03,14.4573,110.3947,South China Sea,17.58,34.81,60.89,56.02,"Mackerel,Anchovy,Cod",no
2025-08-11,43.1862,-135.5272,Pacific Northwest,8.5,32.11,37.87,53.7,"Sardine,Salmon",no
2025-08-23,9.6777,110.6785,South China Sea,27.94,34.99,50.29,54.5,"Anchovy,Snapper,Grouper",no
2025-09-10,16.7525,84.2771,Bay of Bengal,20.22,30.95,67.68,58.91,"Salmon,Grouper,Cod",yes
2024-10-06,37.3563,-29.3477,North Atlantic,19.79,33.85,65.29,65.53,"Tuna,Anchovy,Grouper",no
2025-04-01,39.9932,-27.5541,North Atlantic,15.79,35.15,57.96,72.34,"Cod,Tuna",no
2024-11-02,5.4224,110.3558,South China Sea,27.39,34.83,53.71,72.96,"Sardine,Grouper,Anchovy",yes
2025-07-18,57.7583,-143.4349,Gulf of Alaska,22.15,35.36,58.62,50.99,"Grouper,Snapper,Salmon",no
2025-03-10,42.4146,-29.6288,North Atlantic,16.48,34.02,81.32,71.58,"Salmon,Grouper,Tuna",no
2024-12-28,45.3469,-30.6414,North Atlantic,9.2,36.84,59.22,49.96,"Grouper,Tuna,Snapper",no
2025-08-06,38.374,-26.5552,North Atlantic,23.25,34.37,60.95,61.07,"Cod,Anchovy",no
2025-07-19,52.404,-152.8658,Gulf of Alaska,23.69,34.95,63.43,65.16,"Snapper,Tuna",no
2025-04-02,39.8633,-31.4613,North Atlantic,18.13,37.03,52.39,55.84,"Snapper,Grouper",no
2025-01-12,38.6991,-36.2551,North Atlantic,22.33,33.43,40.34,72.22,"Anchovy,Cod,Snapper",no
2025-04-15,16.0769,87.1382,Bay of Bengal,27.97,36.52,61.4,41.08,"Cod,Snapper,Grouper",no
2025-06-11,-20.4289,81.4081,Indian Ocean,33.64,34.96,53.46,62.4,"Cod,Snapper,Mackerel",no
2025-06-06,-17.4475,77.1087,Indian Ocean,27.6,36.06,40.89,66.32,"Salmon,Anchovy,Sardine",no
2025-09-21,19.3807,66.9831,Arabian Sea,20.5,36.12,68.1,61.91,"Sardine,Tuna,Anchovy",no
2024-10-18,16.4095,89.139,Bay of Bengal,10.35,32.77,67.08,62.27,"Snapper,Grouper,Mackerel",no
2025-04-08,43.3687,-125.766,Pacific Northwest,19.47,34.31,78.84,52.69,"Cod,Tuna",no
2025-02-13,57.4815,-151.9926,Gulf of Alaska,9.99,35.24,47.95,54.12,"Sardine,Salmon,Anchovy",no
2025-01-14,-15.0227,82.7911,Indian Ocean,15.37,36.49,57.9,44.37,"Mackerel,Sardine,Tuna",no
2025-01-01,-16.6561,79.5346,Indian Ocean,28.12,36.2,41.6,53.49,"Snapper,Salmon",no
2024-11-23,-30.1671,-9.984,South Atlantic,26.84,35.81,49.03,53.38,"Anchovy,Snapper,Sardine",no
2025-07-31,16.7659,86.7363,Bay of Bengal,14.18,32.56,76.84,55.95,"Sardine,Anchovy,Salmon",no
2025-01-30,55.8736,-140.822,Gulf of Alaska,13.66,31.15,74.18,40.84,"Mackerel,Salmon",no
2025-04-03,-29.1955,-12.8516,South Atlantic,18.92,34.67,58.08,53.23,"Grouper,Mackerel,Sardine",no
2024-12-25,-31.2677,-9.6436,South Atlantic,17.6,33.59,69.01,55.1,"Cod,Salmon,Tuna",no
2024-10-06,38.6069,-28.5444,North Atlantic,18.56,34.55,84.53,68.36,"Anchovy,Snapper",no
2025-01-12,-11.3014,79.3352,Indian Ocean,25.97,32.96,39.2,61.52,"Sardine,Anchovy,Grouper",no
2025-09-20,15.8605,106.2707,South China Sea,12.32,32.45,58.01,52.87,"Grouper,Salmon",no
2025-03-28,56.4858,-147.5631,Gulf of Alaska,22.36,32.71,69.85,45.19,"Mackerel,Sardine,Tuna",no
2025-04-27,12.6326,111.4714,South China Sea,22.4,30.0,64.22,43.64,"Tuna,Sardine,Grouper",no
2024-11-19,44.7757,-133.4206,Pacific Northwest,19.15,34.1,68.85,66.44,"Sardine,Grouper",no
2025-07-08,-29.4729,-6.1302,South Atlantic,9.59,34.27,47.33,59.2,"Salmon,Grouper",no
2025-03-08,23.5238,60.2067,Arabian Sea,12.98,32.05,77.24,49.69,"Salmon,Snapper",no
2025-07-31,37.1667,-30.7055,North Atlantic,34.75,36.09,27.97,62.33,"Tuna,Sardine",no
2025-01-03,21.0585,67.4803,Arabian Sea,26.28,33.3,51.78,70.47,"Snapper,Anchovy",yes
2025-03-05,-34.8572,-9.6584,South Atlantic,26.47,32.2,59.44,60.0,"Snapper,Cod",no
2025-05-04,-32.0834,-14.8509,South Atlantic,16.8,35.33,62.18,50.0,"Anchovy,Snapper",no
2024-11-10,-27.5229,-7.6903,South Atlantic,25.81,34.87,51.94,58.71,"Mackerel,Snapper",no
2025-04-02,41.6677,-31.3914,North Atlantic,22.79,32.48,75.46,49.49,"Anchovy,Salmon",no
2025-08-13,16.1543,87.2834,Bay of Bengal,20.06,33.92,60.1,59.18,"Salmon,Snapper",no
2025-04-07,12.6426,85.4511,Bay of Bengal,26.6,35.01,58.4,56.84,"Anchovy,Salmon,Sardine",no
2025-04-03,14.2212,89.9094,Bay of Bengal,25.25,32.53,46.95,58.94,"Salmon,Anchovy",no
2025-08-15,55.835,-152.1281,Gulf of Alaska,16.19,33.45,62.18,55.86,"Snapper,Grouper",yes
2024-11-08,10.6126,89.3396,Bay of Bengal,24.52,35.26,41.56,62.26,"Grouper,Snapper",no
2025-02-16,-29.9725,-10.3488,South Atlantic,31.05,36.89,27.25,80.49,"Mackerel,Cod",no
2025-02-14,42.9115,-32.9871,North Atlantic,22.96,33.84,65.62,66.96,"Cod,Sardine,Salmon",no
2025-03-19,17.4964,67.2882,Arabian Sea,23.48,35.1,52.39,46.97,"Mackerel,Cod",no
2025-03-31,14.3586,114.928,South China Sea,19.07,36.15,81.55,57.19,"Tuna,Cod,Snapper",no
2025-07-05,-30.1831,-9.6215,South Atlantic,17.96,32.67,55.24,65.92,"Salmon,Anchovy,Snapper",no
2025-03-16,51.7418,-151.7721,Gulf of Alaska,23.06,36.29,60.52,60.4,"Anchovy,Salmon",no
2025-06-20,14.7792,58.3149,Arabian Sea,20.7,30.64,51.37,41.73,"Mackerel,Salmon",no
2025-05-24,12.9167,114.6814,South China Sea,24.51,35.71,56.95,60.09,"Sardine,Anchovy",no
2024-12-01,16.8084,63.0027,Arabian Sea,15.09,34.63,63.25,53.88,"Snapper,Mackerel",no
2025-08-22,17.9365,87.2359,Bay of Bengal,14.82,35.21,58.04,42.06,"Salmon,Cod",no
2024-12-26,16.7733,64.1235,Arabian Sea,26.86,34.03,40.3,71.38,"Snapper,Cod",no
2024-12-12,44.9966,-136.7051,Pacific Northwest,22.14,36.92,77.47,72.39,"Cod,Sardine,Anchovy",no
2025-03-24,37.834,-29.3271,North Atlantic,12.36,33.03,51.96,70.95,"Mackerel,Anchovy",no
2025-08-06,10.9487,86.0651,Bay of Bengal,15.52,35.3,76.83,71.15,"Anchovy,Tuna,Sardine",no
2025-03-13,12.6991,68.2649,Arabian Sea,17.59,32.87,85.61,74.55,"Grouper,Snapper",no
2024-12-27,-30.3963,-9.3185,South Atlantic,29.6,34.63,54.06,75.86,"Snapper,Anchovy",no
2025-04-24,54.1163,-155.5483,Gulf of Alaska,7.23,32.47,53.77,58.73,"Mackerel,Salmon",no
2025-07-31,11.1927,86.9177,Bay of Bengal,21.83,32.9,62.63,40.28,"Snapper,Tuna,Mackerel",no
2024-11-10,21.0942,86.9026,Bay of Bengal,26.17,33.92,53.36,57.59,"Mackerel,Salmon,Grouper",no
2025-03-05,37.6472,-30.3751,North Atlantic,16.34,37.45,65.78,66.3,"Grouper,Cod",no
2024-10-03,-18.9641,78.6588,Indian Ocean,21.26,36.38,65.69,69.71,"Tuna,Snapper,Cod",no
2024-11-13,-30.1771,-2.8293,South Atlantic,17.09,32.85,56.07,87.22,"Cod,Sardine",no
2025-01-17,-26.2529,-7.9369,South Atlantic,31.8,31.68,39.75,47.84,"Grouper,Sardine",no
2024-10-25,11.1888,114.2189,South China Sea,34.16,33.47,33.47,63.77,"Salmon,Cod,Anchovy",no
2025-08-29,38.1071,-26.8284,North Atlantic,22.27,30.93,49.2,67.68,"Salmon,Anchovy",yes
2024-12-29,54.4888,-147.9603,Gulf of Alaska,24.41,31.96,48.76,58.09,"Snapper,Grouper",no
2024-10-15,11.3115,88.0714,Bay of Bengal,26.55,34.73,54.29,60.2,"Tuna,Grouper,Snapper",no
2025-04-29,-11.2209,79.6429,Indian Ocean,14.66,33.26,65.33,56.83,"Mackerel,Grouper,Sardine",no
2025-08-25,47.6669,-125.7293,Pacific Northwest,25.98,32.6,45.01,57.08,"Anchovy,Tuna",no
2025-06-18,43.6749,-131.4235,Pacific Northwest,15.97,33.53,77.72,65.02,"Anchovy,Cod,Mackerel",no
2025-04-17,-15.8702,80.0124,Indian Ocean,21.54,34.65,83.69,51.59,"Anchovy,Sardine",no
2025-02-19,10.2867,89.3121,Bay of Bengal,27.61,32.71,50.7,37.87,"Cod,Snapper,Salmon",no
2025-07-15,38.6008,-33.3264,North Atlantic,21.38,33.22,58.54,69.95,"Snapper,Tuna",no
2024-11-06,-29.5378,-7.0918,South Atlantic,27.43,33.0,60.52,50.6,"Snapper,Anchovy,Sardine",no
2025-07-13,-11.0146,78.0305,Indian Ocean,32.08,34.89,31.68,54.3,"Grouper,Sardine,Tuna",no
2025-06-20,54.7879,-147.866,Gulf of Alaska,24.55,34.2,43.96,54.26,"Tuna,Grouper",no
2025-09-20,49.8479,-127.6614,Pacific Northwest,21.72,35.12,55.89,57.55,"Sardine,Grouper",no
2025-03-20,13.0006,112.5565,South China Sea,24.13,34.82,60.17,67.58,"Snapper,Sardine,Grouper",no
2025-01-15,15.8216,65.1091,Arabian Sea,24.01,33.0,58.5,52.49,"Snapper,Sardine,Tuna",no
2025-09-17,21.7973,67.1971,Arabian Sea,23.22,36.96,57.66,86.59,"Mackerel,Snapper",yes
2025-07-19,10.8067,113.117,South China Sea,25.01,33.83,73.74,67.02,"Grouper,Mackerel",no
2025-09-17,41.2555,-30.4021,North Atlantic,16.35,32.84,93.42,56.01,"Mackerel,Grouper,Snapper",no
2025-03-30,-30.1547,-8.36,South Atlantic,23.33,35.01,52.89,64.01,"Snapper,Mackerel",no
2025-06-11,42.2469,-133.5652,Pacific Northwest,26.39,35.03,63.0,60.31,"Sardine,Grouper,Anchovy",no
2024-11-07,-12.4107,80.5314,Indian Ocean,23.76,34.57,48.6,44.17,"Grouper,Cod,Anchovy",no
2025-01-01,20.0703,59.8962,Arabian Sea,14.11,32.92,58.65,43.23,"Cod,Sardine,Anchovy",no
2025-03-25,40.2588,-33.5418,North Atlantic,19.31,35.59,54.37,54.58,"Sardine,Snapper",no
2025-04-19,13.279,90.4905,Bay of Bengal,18.16,35.66,73.96,52.6,"Salmon,Tuna,Sardine",yes
2024-10-06,15.0626,110.355,South China Sea,20.25,33.91,72.55,52.24,"Anchovy,Snapper",no
2025-03-12,41.0492,-126.3752,Pacific Northwest,33.4,35.5,53.46,58.51,"Salmon,Cod",no
2025-08-04,12.7652,110.2241,South China Sea,14.51,33.91,69.18,47.1,"Mackerel,Snapper",yes
2025-03-15,8.7741,114.6093,South China Sea,17.09,34.82,79.16,69.8,"Salmon,Sardine,Grouper",no
2024-12-03,18.341,84.4419,Bay of Bengal,21.56,34.39,67.74,67.11,"Salmon,Grouper,Mackerel",no
2025-04-12,20.617,64.5575,Arabian Sea,26.9,33.93,38.16,76.26,"Salmon,Mackerel,Tuna",no
2025-06-04,10.0576,116.9329,South China Sea,14.74,33.49,64.56,49.36,"Salmon,Snapper",no
2024-12-01,10.5286,113.1854,South China Sea,3.5,33.94,37.88,54.89,"Tuna,Anchovy",no
2025-08-12,-15.5324,78.8684,Indian Ocean,8.5,32.3,60.61,31.19,"Tuna,Anchovy,Salmon",no
2025-04-18,-9.7691,82.3058,Indian Ocean,16.66,35.96,59.91,67.33,"Cod,Grouper,Anchovy",no
2024-11-08,16.7816,60.9145,Arabian Sea,18.7,34.42,63.66,69.57,"Grouper,Sardine",yes
2025-08-06,-13.6733,79.8172,Indian Ocean,17.35,34.23,74.21,88.61,"Grouper,Cod,Tuna",no
2024-10-06,54.2655,-128.4521,Pacific Northwest,22.91,35.06,50.09,54.39,"Snapper,Salmon",no
2025-04-02,39.4775,-29.5853,North Atlantic,26.52,35.29,51.33,50.49,"Anchovy,Snapper",no
2025-07-31,50.1812,-148.9395,Gulf of Alaska,20.99,35.17,73.11,62.57,"Anchovy,Tuna",no
2024-10-12,52.9784,-148.7838,Gulf of Alaska,20.11,33.95,46.92,59.97,"Salmon,Snapper,Anchovy",no
2025-04-09,54.2595,-146.536,Gulf of Alaska,13.53,31.56,57.57,61.96,"Salmon,Snapper,Tuna",no
2025-01-05,50.5952,-148.6971,Gulf of Alaska,21.54,34.27,68.31,52.66,"Salmon,Snapper,Grouper",no
2025-06-03,14.477,109.5828,South China Sea,17.93,30.0,63.64,38.71,"Snapper,Sardine,Grouper",no
2025-03-04,44.8322,-136.7776,Pacific Northwest,21.29,32.61,68.27,42.66,"Salmon,Sardine",no
2024-11-17,-29.0907,-9.6259,South Atlantic,18.47,31.7,54.29,46.47,"Cod,Grouper",yes
2024-10-04,46.8756,-130.8377,Pacific Northwest,14.21,33.58,64.68,66.81,"Cod,Sardine",no
2025-03-15,-15.2204,81.2784,Indian Ocean,19.86,33.25,50.79,55.12,"Salmon,Sardine,Tuna",no
2025-07-10,12.613,83.8587,Bay of Bengal,23.5,34.9,49.96,57.37,"Grouper,Mackerel,Salmon",no
2025-02-27,46.1969,-127.5252,Pacific Northwest,15.72,35.58,50.29,42.14,"Snapper,Anchovy,Mackerel",no
2024-12-05,-16.1001,85.0134,Indian Ocean,22.96,33.94,38.13,40.43,"Grouper,Sardine,Salmon",no
2025-04-20,36.6825,-29.8034,North Atlantic,20.69,35.42,65.98,72.66,"Grouper,Cod,Salmon",yes
2025-05-05,21.1929,61.0647,Arabian Sea,35.0,34.56,39.81,68.49,"Salmon,Grouper,Tuna",no
2025-05-01,13.1848,68.2104,Arabian Sea,17.95,34.16,57.12,70.51,"Grouper,Snapper,Cod",no
2025-07-16,54.1477,-142.225,Gulf of Alaska,31.89,34.07,42.85,60.17,"Grouper,Salmon,Tuna",no
2025-08-30,16.736,66.9358,Arabian Sea,16.77,33.94,51.73,73.17,"Salmon,Anchovy",no
2025-01-10,19.3854,84.4617,Bay of Bengal,21.42,32.59,60.89,67.19,"Mackerel,Cod,Snapper",no
2025-03-06,36.0549,-34.1435,North Atlantic,22.95,37.1,73.73,26.77,"Mackerel,Tuna",no
2025-05-18,50.3641,-148.9096,Gulf of Alaska,26.57,34.83,39.76,68.2,"Cod,Salmon,Anchovy",no
2025-02-27,58.4139,-147.9448,Gulf of Alaska,17.01,35.33,77.76,74.05,"Cod,Mackerel,Anchovy",no
2024-09-29,20.1987,64.7966,Arabian Sea,20.54,33.64,52.8,51.76,"Salmon,Mackerel",no
2025-04-30,-10.6776,79.8746,Indian Ocean,26.02,35.62,51.64,64.04,"Snapper,Grouper",no
2025-04-27,16.9075,83.4285,Bay of Bengal,20.97,36.47,62.25,58.01,"Snapper,Tuna,Cod",no
2024-10-16,56.5321,-152.1815,Gulf of Alaska,16.25,35.61,70.06,53.28,"Anchovy,Salmon",no
2024-12-29,-29.9623,-8.0295,South Atlantic,15.64,34.06,62.15,45.67,"Anchovy,Tuna",no
2024-12-24,56.1542,-151.9708,Gulf of Alaska,10.76,33.83,71.13,61.92,"Mackerel,Grouper",no
2025-01-30,19.4138,59.9928,Arabian Sea,25.63,33.5,63.38,52.72,"Snapper,Mackerel",no
2025-01-26,44.5379,-128.7864,Pacific Northwest,18.4,33.03,85.25,72.72,"Grouper,Cod,Salmon",no
2025-07-03,42.772,-133.5541,Pacific Northwest,26.2,31.44,62.86,49.19,"Salmon,Tuna",no
2025-06-11,19.7436,61.521,Arabian Sea,24.31,34.17,44.83,62.11,"Mackerel,Grouper",no
2025-02-28,-12.848,76.429,Indian Ocean,22.94,35.28,67.37,68.04,"Cod,Sardine,Salmon",no
2025-08-14,54.865,-149.8251,Gulf of Alaska,8.61,34.51,53.09,69.14,"Tuna,Sardine",no
2024-12-24,21.1636,87.2354,Bay of Bengal,19.63,34.46,87.06,50.4,"Tuna,Grouper",no
2024-10-07,-31.641,-10.1488,South Atlantic,28.08,36.7,54.31,46.97,"Cod,Mackerel",no
2024-09-24,-31.7134,-15.3248,South Atlantic,28.38,35.45,73.42,41.06,"Sardine,Snapper",no
2025-01-29,47.4183,-134.9433,Pacific Northwest,28.81,35.18,47.99,66.84,"Snapper,Sardine",no
2025-04-28,38.6097,-35.5582,North Atlantic,25.17,35.79,48.65,60.24,"Mackerel,Anchovy",no
2024-12-20,-16.8827,77.3497,Indian Ocean,26.31,33.9,73.6,65.08,"Tuna,Cod,Anchovy",no
2025-08-17,-28.1076,-7.8194,South Atlantic,27.14,33.02,50.44,58.05,"Anchovy,Mackerel,Cod",no
2024-11-17,-10.9909,80.712,Indian Ocean,11.92,31.67,74.5,52.25,"Grouper,Cod",no
2024-12-10,13.5681,68.2693,Arabian Sea,17.64,36.05,69.8,71.9,"Anchovy,Sardine,Grouper",no
2025-07-10,57.1573,-146.1301,Gulf of Alaska,22.09,33.65,80.98,52.37,"Mackerel,Anchovy",no
2025-08-04,16.2073,85.7116,Bay of Bengal,21.89,33.75,46.4,63.85,"Anchovy,Mackerel,Cod",no
2025-02-07,55.4106,-146.5363,Gulf of Alaska,23.16,34.85,40.35,44.41,"Cod,Anchovy",no
2025-01-16,-13.1675,77.9392,Indian Ocean,20.48,33.05,70.66,61.89,"Cod,Snapper",no
2025-02-06,55.8033,-151.6382,Gulf of Alaska,22.56,37.94,74.37,53.92,"Snapper,Grouper,Cod",no
2024-11-01,8.0331,115.8484,South China Sea,15.26,32.95,62.87,47.01,"Sardine,Snapper,Cod",no
2025-04-04,52.3254,-150.2231,Gulf of Alaska,15.31,34.78,62.3,58.94,"Cod,Tuna",no
2024-11-06,-30.8348,-8.5886,South Atlantic,24.01,33.78,58.79,54.52,"Anchovy,Snapper,Grouper",no
2025-03-27,41.3348,-28.6341,North Atlantic,21.69,34.07,69.59,75.87,"Tuna,Anchovy",no
2025-07-27,44.161,-29.3146,North Atlantic,23.79,34.42,60.88,54.06,"Anchovy,Salmon",no
2025-07-13,38.8756,-29.787,North Atlantic,17.32,33.27,84.09,53.26,"Anchovy,Snapper,Mackerel",no
2024-11-10,9.7272,106.8748,South China Sea,23.79,38.0,54.75,25.0,"Anchovy,Tuna",no
2024-10-22,43.898,-30.8461,North Atlantic,16.21,33.73,74.0,60.94,"Salmon,Cod",no
2024-10-19,-30.4345,-13.8156,South Atlantic,22.38,31.32,56.79,60.71,"Snapper,Mackerel,Salmon",no
2025-09-01,39.8049,-26.4908,North Atlantic,25.55,34.67,64.18,70.66,"Cod,Salmon",no
2024-09-29,13.2611,113.6383,South China Sea,26.54,32.6,43.85,63.5,"Grouper,Snapper",no
2024-11-23,19.1253,58.4427,Arabian Sea,14.33,36.03,80.91,40.27,"Salmon,Tuna,Anchovy",no
2024-12-08,50.3437,-131.4786,Pacific Northwest,17.14,36.32,64.53,62.05,"Salmon,Sardine",no
2025-01-05,46.8602,-134.9788,Pacific Northwest,13.67,35.26,60.84,54.88,"Grouper,Snapper,Cod",no
2025-03-19,-29.0967,-7.0513,South Atlantic,4.25,32.75,44.09,57.58,"Salmon,Anchovy,Grouper",no
2025-02-27,14.0854,85.4194,Bay of Bengal,18.53,35.72,61.63,55.63,"Grouper,Sardine",no
2025-06-03,-30.9009,-7.1236,South Atlantic,27.39,33.9,49.11,60.57,"Mackerel,Anchovy,Snapper",no
2025-08-26,40.693,-29.2941,North Atlantic,13.25,32.55,81.93,55.61,"Tuna,Snapper,Sardine",no
2025-01-16,15.8454,88.7345,Bay of Bengal,19.17,33.52,65.96,46.02,"Mackerel,Cod,Salmon",no
2025-06-07,-9.4486,80.258,Indian Ocean,5.99,33.86,73.38,74.69,"Sardine,Snapper",no
2025-08-28,42.774,-134.0614,Pacific Northwest,17.91,34.14,51.1,50.52,"Mackerel,Tuna",no
